Start Time, Job site, Job Role, Job Place, Experience Level, Search Format, JD Requested, JD Scraped, Total Runtime(in seconds), Time per Job Description(in seconds), Duplicate Count, Stats File, Status
2020-12-09 23:48:03,Indeed,Machine Learning Engineer,United States,Entry Level,title:(),2,2,25.976,6.028,0,stats_20201209_234803.csv,Finished
